id_pesq,info_muni,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
ES-01353/2020,DORES DO RIO PRETO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00515/2020,VARGEM GRANDE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-05353/2020,BELO HORIZONTE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-06674/2020,BELO HORIZONTE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-08581/2020,SÃO JOSÉ DE RIBAMAR,https://maramais.com.br/index.php/2020/09/20/dr-julinho-tem-vantagem-gigante-para-o-segundo-colocado-aponta-nova-pesquisa-eleitoral/,1,P,1,,,DR JULINHO,"41,22",BETO DAS VILAS,"12,24",EUDES SAMPAIO,"11,84",JOTA PINTO,"7,14",EDSON JUNIOR,"4,29",,,,,,,,,,,,,,,,,,,,
BA-00937/2020,FEIRA DE SANTANA,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-09214/2020,SÃO GONÇALO DO AMARANTE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-06382/2020,MEDIANEIRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-08952/2020,CANGUARETAMA,https://gustavonegreiros.com.br/public/2020/09/20/povo-acredita-que-vitoria-de-wellinson-de-canguaretama-sera-com-45-contra-154-do-segundo,1,P,0,,,WELLINSON RIBEIRO,"24,6",IRMA LILA,"11,2",FRANCISCO DA PAZ,5,GERALDO TORNADO,"4,2",FATIMA MARINHO,"2,2",,,,,,,,,,,,,,,,,,,,
RN-08952/2020,CANGUARETAMA,https://gustavonegreiros.com.br/public/2020/09/20/povo-acredita-que-vitoria-de-wellinson-de-canguaretama-sera-com-45-contra-154-do-segundo,1,P,1,,,WELLINSON RIBEIRO,"35,6",IRMA LILA,"14,6",FRANCISCO DA PAZ,8,GERALDO TORNADO,"7,8",PAULO CESAR,"1,2",,,,,,,,,,,,,,,,,,,,
SP-04089/2020,SÃO PAULO,https://noticias.uol.com.br/eleicoes/2020/09/20/russomanno-lidera-pesquisa-do-ibope-pela-prefeitura-de-sp-com-covas-em-2.htm,1,P,1,,,CELSO RUSSOMANNO,24,BRUNO COVAS,18,GUILHERME BOULOS,8,MARCIO FRANÇA,6,ARTHUR DO VAL,2,JOICE HASSELMANN,2,ANDREA MATARAZZO,1,FILIPE SABARA,1,JILMAR TATTO,1,LEVY FIDELIX,1,MARINA HELOU,1,ORLANDO SILVA,1,VERA LUCIA,1,,,,
RS-08218/2020,CACHOEIRA DO SUL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01436/2020,SÃO JOSÉ DO RIO PRETO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-06975/2020,RIBEIRÃO PRETO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-05196/2020,ITUMBIARA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-05058/2020,GOIÂNIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-00003/2020,PIRAJUBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-09770/2020,FRONTEIRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-02548/2020,ITAPAGIPE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-07517/2020,CANOAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09448/2020,FEIRA DE SANTANA,https://www.acordacidade.com.br/noticias/232618/mais-uma-pesquisa-aponta-empate-tecnico-no-1%C2%BA-e-vitoria-de-ze-neto-no-2%C2%BA-turno.html?mobile=true,1,P,1,,,ZE NETO,"31,6",COLBERT MARTINS FILHO,"30,2",CARLOS GEILSON,"6,3",DAYANE PIMENTEL,"2,4",ROBERTO TOURINHO,"1,2",JOSE DE ARIMATEIA,"1,1",,,,,,,,,,,,,,,,,,
BA-09448/2020,FEIRA DE SANTANA,https://www.acordacidade.com.br/noticias/232618/mais-uma-pesquisa-aponta-empate-tecnico-no-1%C2%BA-e-vitoria-de-ze-neto-no-2%C2%BA-turno.html?mobile=true,1,P,0,,,COLBERT FILHO,"23,8",ZE NETO,"20,2",CARLOS GEILSON,"1,6",JOSE RONALDO,"1,2",,,,,,,,,,,,,,,,,,,,,,
BA-02900/2020,PARAMIRIM,https://www.paramirimagora.com.br/2020/09/19/divulgada-a-segunda-pesquisa-eleitoral-para-prefeito-de-paramirim/,1,P,1,,,DR JULIO,"45,2",GILBERTO BRITO,"36,8",,,,,,,,,,,,,,,,,,,,,,,,,,
GO-02478/2020,CRISTIANÓPOLIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01392/2020,RIBEIRÃO PIRES,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-07219/2020,ITAGUAÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-02143/2020,BOA VISTA DO RAMOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03722/2020,ARARAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-03616/2020,JIQUIRIÇÁ,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-06831/2020,LARANJEIRAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02210/2020,CONCEIÇÃO DO ARAGUAIA,https://blogdodinhosantos.blogspot.com/2020/09/pesquisa-eleitoral-aponta-prefeito-jair.html,1,P,1,,,JAIR MARTINS,"68,4",ALVARO BRITO,"12,4",EVERALDO NUNES,"4,5",,,,,,,,,,,,,,,,,,,,,,,,
SP-08764/2020,JERIQUARA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-02714/2020,PONTE ALTA DO TOCANTINS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00291/2020,JACAREÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-05911/2020,CABO DE SANTO AGOSTINHO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00764/2020,BENEDITO LEITE,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-benedito-leite-setembro-2020/,1,P,1,,,RAMON BARROS,"60,88",RODRIGO COELHO,"34,53",,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03413/2020,SÃO JOSÉ DO CAMPESTRE,https://www.blogdomontoril.com.br/blog/noticia.php?id=91867,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-03413/2020,SÃO JOSÉ DO CAMPESTRE,https://www.blogdomontoril.com.br/blog/noticia.php?id=91866,1,P,1,,,NENEM BORGES,"58,75",LUCIANO,"23,25",MARCELO,"1,25",,,,,,,,,,,,,,,,,,,,,,,,
RN-03413/2020,SÃO JOSÉ DO CAMPESTRE,https://www.blogdomontoril.com.br/blog/noticia.php?id=91866,1,P,0,,,NENEM BORGES,"57,75",LUCIANO,"21,75",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-02534/2020,FERRAZ DE VASCONCELOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-06201/2020,MACAÍBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-05686/2020,MACAÍBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-06648/2020,MACAPARANA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04403/2020,TUNTUM,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-tuntum-setembro-2020/,1,P,1,,,FERNANDO PESSOA,"54,6",DIDA DO TIO LUIS,"37,4",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04403/2020,TUNTUM,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-tuntum-setembro-2020/,1,P,0,,,FERNANDO PESSOA,53,DIDA DO TIO LUIS,"39,6",,,,,,,,,,,,,,,,,,,,,,,,,,
MT-01213/2020,TORIXORÉU,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-05876/2020,ITAPAGIPE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-02729/2020,SANTOS,https://folhasantista.com.br/noticias/politica/eleicoes-2020-ainda-nao-empolgam-populacao-santista-indica-pesquisa-ipat/,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-02729/2020,SANTOS,https://folhasantista.com.br/noticias/politica/eleicoes-2020-ainda-nao-empolgam-populacao-santista-indica-pesquisa-ipat/,1,P,0,,,PAULO ALEXANDRE BARBOSA,"3,1",ROGERIO SANTOS,3,ANTONIO CARLOS BANHA,"2,1",VICENTE CASCIONE,1,,,,,,,,,,,,,,,,,,,,,,
SP-02729/2020,SANTOS,https://folhasantista.com.br/noticias/politica/eleicoes-2020-ainda-nao-empolgam-populacao-santista-indica-pesquisa-ipat/,1,P,1,,,ROGERIO SANTOS,"11,1",VICENTE CASCIONE,"10,9",ANTONIO CARLOS BANHA,"7,5",JOAO VILLELA,"1,9",DOUGLAS MARTINS,"1,6",DELEGADO ROMANO,"1,6",BAYARD UMBUZEIRO,1,GUILHERME PRADO,1,,,,,,,,,,,,,,
PI-05506/2020,ACAUÃ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00949/2020,SANTANA DO ARAGUAIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-01480/2020,NOVO LINO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-03556/2020,CAPELA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01597/2020,PARNAMIRIM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-09489/2020,NATAL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07272/2020,COARACI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-06687/2020,TERESINA,https://sampost.com.br/pesquisa-instituto-credibilidade-pessoa-3375-abreu-1825-montezuma-1512-novo-1162/,1,P,1,,,DR PESSOA,"33,75",FABIO ABREU,"18,25",KLEBER MONTEZUMA,"15,12",FABIO NOVO,"11,62",,,,,,,,,,,,,,,,,,,,,,
PI-06687/2020,TERESINA,https://sampost.com.br/pesquisa-instituto-credibilidade-pessoa-3375-abreu-1825-montezuma-1512-novo-1162/,1,P,0,,,DR PESSOA,"27,5",FABIO ABREU,"15,62",KLEBER MONTEZUMA,"13,12",FABIO NOVO,"9,75",,,,,,,,,,,,,,,,,,,,,,
SE-02868/2020,CAPELA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00256/2020,CÍCERO DANTAS,http://sertaoempauta.com/pesquisa-aponta-ricardo-almeida-em-vantagem-na-disputa-contra-kael-pela-prefeitura-de-cicero-dantas/,1,P,1,,,RICARDO ALMEIDA,"51,39",KAEL XAVIER,"32,62",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00256/2020,CÍCERO DANTAS,http://sertaoempauta.com/pesquisa-aponta-ricardo-almeida-em-vantagem-na-disputa-contra-kael-pela-prefeitura-de-cicero-dantas/,1,P,0,,,RICARDO ALMEIDA,"50,32",KAEL XAVIER,"31,98",,,,,,,,,,,,,,,,,,,,,,,,,,
SE-03228/2020,PORTO DA FOLHA,https://www.nenoticias.com.br/pesquisa-dataform-em-porto-da-folha/,1,P,1,,,MIGUEL DE DOUTOR MARCOS,43,DR JULIO,"24,25",MANOEL LIMA,3,,,,,,,,,,,,,,,,,,,,,,,,
SE-03228/2020,PORTO DA FOLHA,https://www.nenoticias.com.br/pesquisa-dataform-em-porto-da-folha/,1,P,0,,,MIGUEL DE DOUTOR MARCOS,"43,3",DR JULIO,23,MANOEL LIMA,"2,3",,,,,,,,,,,,,,,,,,,,,,,,
MG-08697/2020,FRONTEIRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-06245/2020,PIRAJUBA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-01272/2020,PORTO VELHO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01862/2020,SANTO ANTÔNIO DE LISBOA,https://www.piauiemfoco.com.br/municipios/santo-antonio-de-lisboa/santo-antonio-de-lisboa-pi-dr-karlao-e-mirceia-lideram-intencoes-de-votos-para-a-prefeitura-aponta-pesquisa/,1,P,0,,,DR KARLAO,"50,64",ASSIS CIPRIANO,"32,8",WELLINGTON CARLOS,"1,27",,,,,,,,,,,,,,,,,,,,,,,,
PI-01862/2020,SANTO ANTÔNIO DE LISBOA,https://www.piauiemfoco.com.br/municipios/santo-antonio-de-lisboa/santo-antonio-de-lisboa-pi-dr-karlao-e-mirceia-lideram-intencoes-de-votos-para-a-prefeitura-aponta-pesquisa/,1,P,1,,,DR KARLAO,"57,32",ASSIS CIPRIANO,"34,39",,,,,,,,,,,,,,,,,,,,,,,,,,
GO-03126/2020,MARZAGÃO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07276/2020,SOROCABA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-00078/2020,SÃO FRANCISCO DO CONDE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09681/2020,LAURO DE FREITAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-02646/2020,PAQUETÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05209/2020,WALL FERRAZ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-06880/2020,NAZÁRIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-08979/2020,SONORA,https://www.facebook.com/1001forasteiros/photos/a.1041636895912392/3524167330992657/?type=3&theater,1,P,1,,,ENELTO RAMOS,50,CLARICE,"26,9",EZEQUIEL,"12,6",,,,,,,,,,,,,,,,,,,,,,,,
TO-02934/2020,XAMBIOÁ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
