tse_id,url,cidade,estado,util,position,estimulada,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16
RJ-00149/2012,https://leisecamarica.com.br/washington-quaqua-pt-lidera-pesquisa-para-a-prefeitura-de-marica/,MARICÁ,RJ,1,P,,,WASHINGTON QUAQUÁ,53.1,MARCELO DELAROLI,22.5,RICARDO QUEIROZ,14.9,HELCIO ANGELO,4.1,PROFESSOR SARAIVA,0.8,,,,,,,,,,,,,,,,,,,,,,
RJ-00203/2012,https://vargasdigitador.blogspot.com/2014/09/,CONCEIÇÃO DE MACABU,RJ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-00226/2012,https://www.embrapa.br/en/codigo-florestal/produtores-de-sementes,MARICÁ,RJ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00039/2012,https://www.coursehero.com/file/13105989/Horn-of-Africa/,SAUDADES,SC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00401/2012,https://max.book118.com/html/2016/0424/41244126.shtm,TIGRINHOS,SC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00401/2012,https://www.jinchutou.com/p-24753735.html,TIGRINHOS,SC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-00544/2012 SC-00544/2012 SC-00544/2012,https://www.skyscrapercity.com/threads/sc-not%C3%ADcias-viii.1512646/,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00003/2012,http://www.sinac.go.cr/ES/transprncia/Documents/Alquileres.xls,ITABAIANA,SE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00014/2014,https://itnet.com.br/noticia/24605/cinform-dataform-jackson-e-amorim-est-o-tecnicamente-empatados,SERGIPE,SE,1,G,,,JACKSON BARRETO,35.2,EDUARDO AMORIM,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00014/2014,https://itnet.com.br/noticia/24605/cinform-dataform-jackson-e-amorim-est-o-tecnicamente-empatados,SERGIPE,SE,1,S,,,MARIA DO CARMO,45.4,ROGÉRIO CARVALHO,12.4,BILA,5.5,PROFESSOR MARQUES,1.7,LEANDRO,0.8,,,,,,,,,,,,,,,,,,,,,,
SE-00015/2012,https://transparenciacapela.blogspot.com/2012/08/reuniao-tensa-com-candidatos-da-situacao.html,CAPELA,SE,1,p,1.0,,JOSEFA PAIXAO,39.9,EZEQUIEL FERREIRA,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00015/2012,https://transparenciacapela.blogspot.com/2012/08/reuniao-tensa-com-candidatos-da-situacao.html,CAPELA,SE,1,p,0.0,,JOSEFA PAIXAO,50.7,EZEQUIEL FERREIRA,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00026/2014,https://www.scribd.com/document/380717784/Bo-20160404,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00030/2014,http://itnet.com.br/noticia/25028/dataform-divulga-pesquisas-nos-munic-pios-de-frei-paulo-e-aquidab,SERGIPE,SE,1,G,,,AMORIM,50.7,JACKSON BARRETO,37.3,SONIA MEIRE,1.0,BETINHO,1.0,AIRTON DA CGTB,0.3,,,,,,,,,,,,,,,,,,,,,,
SE-00030/2014,http://itnet.com.br/noticia/25028/dataform-divulga-pesquisas-nos-munic-pios-de-frei-paulo-e-aquidab,SERGIPE,SE,1,S,,,MARIA DO CARMO,49.5,ROGÉRIO CARVALHO,18.3,MARQUES,2.5,LEANDRO,2.5,BILA,1.5,,,,,,,,,,,,,,,,,,,,,,
SE-00032/2012,http://esdocs.com/doc/659353/descargar-pdf---junta-de-andaluc%C3%ADa,BOQUIM,SE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00043/2012,https://www.dipusevilla.es/export/bop/201205/29.pdf,SANTO AMARO DAS BROTAS,SE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00043/2014,http://esdocs.com/doc/104800/bases---diputaci%C3%B3n-de-sevilla,SERGIPE,SE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00045/2012,https://infonet.com.br/blogs/adema-torre-e-sos-meio-ambiente/,CARMÓPOLIS,SE,1,P,0.0,,ESMERALDA CRUZ,72.3,VOLNEY LEITE,18.0,PABLO PASSOS,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00060/2012,https://www.scribd.com/document/427235465/DODF-141-29-07-2019-INTEGRA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00077/2012,https://www.yumpu.com/es/document/view/51190734/descargar-bop,UMBAÚBA,SE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00083/2012,https://horanews.net/tonhao-lidera-pesquisa-em-monte-alegre-com-7-de-diferenca/,MONTE ALEGRE DE SERGIPE,SE,1,P,,,TONHAO,49.5,NENA,42.5,GERALDO DA FARMACIA,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00112/2012,https://www.juntadeandalucia.es/boja/2014/191/101,ITABAIANA,SE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00024/2012,https://www.skyscrapercity.com/threads/not%C3%ADcias-de-osasco-e-regi%C3%A3o.1025661/,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00025/2012,http://www.radaroficial.com.br/d/22182644,ARAÇARIGUAMA,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00049/2014,https://issuu.com/agencia_impacto/docs/di__rio_9583,SÃO PAULO,SP,1,P,,,MARINA SILVA,30.59,DILMA,27.7,AECIO NEVES,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00049/2014,https://issuu.com/agencia_impacto/docs/di__rio_9583,SÃO PAULO,SP,1,G,,,GERALDO ALCKMIN,40.86,ALEXANDRE PADILHA,17.14,PAULO SKAF,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00049/2014,https://issuu.com/agencia_impacto/docs/di__rio_9583,SÃO PAULO,SP,1,S,,,JOSE SERRA,37.65,EDUARDO SUPLICY,24.03,GILBERTO KASSAB,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00056/2016,http://www.frfilmsreview.blakehooper.com/glock-sp-00056-firing-pin-spacer-sleeve-doddsports-com.us?i=overtime&category=Action-Parts-Review&fid=13,TIETÊ,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00056/2016,https://openres.ersjournals.com/highwire/citation/11684/papers,TIETÊ,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00056/2016,https://openres.ersjournals.com/highwire/citation/11684/refworks-tagged,TIETÊ,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00098/2012,https://acidadedecarapicuiba.blogspot.com/2012/07/pesquisa-oficial-aponta-lideranca-de.html#!,CARAPICUÍBA,SP,1,P,1.0,,SERGIO RIBEIRO,42.14,MARCOS NEVES,28.43,JOAO PEREIRA,2.31,ROBERTO ARAGAO,1.15,OSMAR NEGREIROS,0.72,,,,,,,,,,,,,,,,,,,,,,
SP-00104/2012,https://www.camara.leg.br/boletimadm/suplementos/2012/SP090112.pdf,ITU,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00404/2012,https://tucano.org.br/celso-giglio-lidera-disputa-em-osasco-com-401/,OSASCO,SP,1,P,1.0,,CELSO GIGLIO,39.67,JOAO PAULO CUNHA,20.42,OSVALDO VERGINIO,13.38,DELBIO TERUEL,3.87,REINALDO MOTA,0.59,ALEXANDRE CASTILHO,0.12,,,,,,,,,,,,,,,,,,,,
SP-00591/2016,https://vanderluiz.com.br/site/instituto-sebram-mostra-claudio-goes-na-lideranca-seguido-por-marquinho-chula-daniel-da-padaria-ricardo-rios-luis-guilherme-e-nader-lamas/,SÃO ROQUE,SP,1,P,1.0,,CLAUDIO GOES,36.69,MARQUINHO CHULA,22.16,DANIEL DA PADARIA,8.25,RICARDO RIOS,2.58,LUIS GUILHERME CAMPOS DE OLIVEIRA,1.03,NADER LAMAS,0.5,,,,,,,,,,,,,,,,,,,,
SP-00630/2012,https://www2.camara.leg.br/boletimadm/suplementos/2012/SP100212.pdf,PIRAPORA DO BOM JESUS,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00881/2012,https://www.camara.leg.br/boletimadm/suplementos/2012/SP010312.pdf,ITU,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00958/2012,https://blogdomack.wordpress.com/2012/page/2/,ARAÇARIGUAMA,SP,1,P,1.0,,ROQUE DA REFLET,48.39,LILI AYMAR,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-00959/2012,https://carapicuibanos.wordpress.com/2012/10/03/justica-suspende-divulgacao-de-pesquisa-eleitoral-em-carapicuiba/,CARAPICUÍBA,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01195/2016,https://issuu.com/9865fdggd/docs/metr__pole199,PIRAPORA DO BOM JESUS,SP,1,P,1.0,,GREGORIO MAGLIO,44.5,TROFINO,11.5,ADEMILSON MARCENEIRO,9.25,NENO,5.75,ANDREA COSTA,5.75,,,,,,,,,,,,,,,,,,,,,,
SP-01195/2016,https://issuu.com/9865fdggd/docs/metr__pole199,PIRAPORA DO BOM JESUS,SP,1,P,1.0,,GREGORIO MAGLIO,37.0,RAUL BUENO,28.25,TROFINO,9.0,ADEMILSON MARCENEIRO,3.0,NENO,1.5,ANDREA COSTA,0.75,,,,,,,,,,,,,,,,,,,,
SP-01195/2016,https://issuu.com/9865fdggd/docs/metr__pole199,PIRAPORA DO BOM JESUS,SP,1,P,0.0,,GREGORIO MAGLIO,28.5,RAUL BUENO,21.5,TROFINO,7.25,ADEMILSON MARCENEIRO,1.5,,,,,,,,,,,,,,,,,,,,,,,,
SP-01243/2012,https://mobilidadecotia.blogspot.com/2012/10/elecoes-municipais-para-prefeito-em.html,JANDIRA,SP,1,P,1.0,,GERALDO TEOTONIO DA SILVA,39.0,DR SATO,22.2,PAULINHO BURURU,11.0,DRA ANABEL,9.6,MARA PASCHOALIN,2.4,PAULO BARUFI,1.2,WESLEY TEIXEIRA,1.2,,,,,,,,,,,,,,,,,,
SP-01312/2016,https://abcreporter.com.br/2016/09/15/Pesquisa-indica-eleicao-acirrada-em-Sao-Caetano/,SÃO CAETANO DO SUL,SP,1,P,1.0,,JOSE AURICCHIO JUNIOR,24.34,FABIO PALACIO,18.61,PAULO PINHEIRO,17.59,GILBERO COSTA,9.41,LUCIA DAL'MAS,2.66,MARCIO DELLA BELLA,1.64,SARA JANE,1.23,VADINHO,0.82,,,,,,,,,,,,,,,,
SP-01312/2016,https://abcreporter.com.br/2016/09/15/Pesquisa-indica-eleicao-acirrada-em-Sao-Caetano/,SÃO CAETANO DO SUL,SP,1,P,0.0,,JOSE AURICCHIO JUNIOR,13.91,FABIO PALACIO,9.41,PAULO PINHEIRO,6.54,GILBERO COSTA,5.32,LUCIA DAL'MAS,2.45,MARCIO DELLA BELLA,0.61,,,,,,,,,,,,,,,,,,,,
SP-01356/2012,https://eleicoesosasco.blogspot.com/,OSASCO,SP,1,P,1.0,,CELSO GIGLIO,38.17,JORGE LAPAS,24.5,OSVALDO VERGINIO,14.33,DELBIO TERUEL,4.5,REINALDO MOTA,1.0,ALEXANDRE CASTILHO,0.83,,,,,,,,,,,,,,,,,,,,
SP-02811/2016,https://www.leiaogazeta.com.br/gondim-lidera-pesquisa-e-marcus-melo-despenca/,MOGI DAS CRUZES,SP,1,P,0.0,,LUIZ CARLOS GONDIM,23.4,MARCUS MELO,18.6,NELSON PEDRO MIGUEL,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-02811/2016,https://www.leiaogazeta.com.br/gondim-lidera-pesquisa-e-marcus-melo-despenca/,MOGI DAS CRUZES,SP,1,P,1.0,,LUIZ CARLOS GONDIM,39.2,MARCUS MELO,26.6,NELSON PEDRO MIGUEL,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04048/2016,https://www.beautynailhairsalons.com/BR/Santo-Andr%C3%A9/174097756317802/Elaine-Cristina-Carvalho,SANTO ANDRÉ,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04048/2016,https://www.improuse.com/BR/Santo-Andr%C3%A9/174097756317802/Elaine-Cristina-Carvalho,SANTO ANDRÉ,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04048/2016,https://www.transplo.com/BR/Santo-Andr%C3%A9/174097756317802/Elaine-Cristina-Carvalho,SANTO ANDRÉ,SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05840/2016,http://www.metrocomunicacao.com.br/jm2017/gregorio-desponta-em-primeiro-na-pesquisa-realizada-em-pirapora-do-bom-jesus/,PIRAPORA DO BOM JESUS,SP,1,P,0.0,,GREGORIO MAGLIO,10.33,RAUL BUENO,9.0,BENE,2.0,RODRIGO ALEMAO,0.67,ADEMILSON MARCENEIRO,0.33,PROFESSORA TAMIRES,0.33,,,,,,,,,,,,,,,,,,,,
SP-05840/2016,http://www.metrocomunicacao.com.br/jm2017/gregorio-desponta-em-primeiro-na-pesquisa-realizada-em-pirapora-do-bom-jesus/,PIRAPORA DO BOM JESUS,SP,1,P,1.0,,GREGORIO MAGLIO,34.33,RAUL BUENO,28.0,TROFINO,4.0,NENO,2.67,BENE,2.33,ADEMILSON MARCENEIRO,1.67,,,,,,,,,,,,,,,,,,,,
SP-06095/2016,https://issuu.com/agencia_impacto/docs/diario_bx_5e419d5eb1a8c0,MAIRINQUE,SP,1,P,1.0,,TONINHO GEMENTE,42.32,BINHO,15.54,GEOVANA SOUTO,9.55,SERGIO RIBEIRO,9.36,SERGINHO DESPACHANTE,6.55,BETO DO JUARES,0.56,,,,,,,,,,,,,,,,,,,,
SP-06095/2016,https://issuu.com/agencia_impacto/docs/diario_bx_5e419d5eb1a8c0,MAIRINQUE,SP,1,P,1.0,,TONINHO GEMENTE,43.64,BINHO,15.73,SERGINHO DESPACHANTE,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-06095/2016,https://issuu.com/agencia_impacto/docs/diario_bx_5e419d5eb1a8c0,MAIRINQUE,SP,1,P,0.0,,TONINHO GEMENTE,36.89,BINHO,15.92,GEOVANA SOUTO,8.99,SERGIO RIBEIRO,8.24,SERGINHO DESPACHANTE,5.8,BETO DO JUARES,0.56,,,,,,,,,,,,,,,,,,,,
SP-08257/2016,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%A3o_municipal_de_Po%C3%A1_em_2016,POÁ,SP,0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08493/2016,https://issuu.com/agencia_impacto/docs/di__rio_da_regi__o_bx,VARGEM GRANDE PAULISTA,SP,1,P,0.0,,JOSUE RAMOS,21.29,JOSE CARLOS DE SOUSA,12.57,MIGUEL PEDROSO,11.4,JOSE ROBERTO CRUZ,2.23,,,,,,,,,,,,,,,,,,,,,,,,
SP-08493/2016,https://issuu.com/agencia_impacto/docs/di__rio_da_regi__o_bx,VARGEM GRANDE PAULISTA,SP,1,P,1.0,,JOSUE RAMOS,32.71,JOSE CARLOS DE SOUSA,17.57,MIGUEL PEDROSO,14.35,JOSE ROBERTO CRUZ,4.43,,,,,,,,,,,,,,,,,,,,,,,,
SP-09606/2016,https://issuu.com/folhadealphaville/docs/edi____o_658/3,SANTANA DE PARNAÍBA,SP,1,P,1.0,,ELVIS CEZAR,64.32,SILVIO PECCIOLI,17.03,NUNES AMBIENTAL,1.35,AGNALDO MORENO,1.35,,,,,,,,,,,,,,,,,,,,,,,,
SP-09606/2016,https://issuu.com/folhadealphaville/docs/edi____o_658/3,SANTANA DE PARNAÍBA,SP,1,P,0.0,,ELVIS CEZAR,47.57,SILVIO PECCIOLI,10.54,RONALDO SANTOS,1.89,VICENTAO,0.81,ANGELO SILVA,0.27,,,,,,,,,,,,,,,,,,,,,,
TO-01690/2016,http://www.tocnoticias.com.br/ler_noticia2016.php?idnoticia=17506,LUZINÓPOLIS,TO,1,P,1.0,,GUSTAVO NOVATO,60.3,GUILBERTO DO SEVERÃO,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-03352/2016,https://gazetadocerrado.com.br/colinas-justica-suspende-divulgacao-de-pesquisa-fraudada/,GUARAÍ,TO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-07740/2016,https://afnoticias.com.br/estado/justica-barra-divulgacao-de-pesquisa-de-instituto-por-nao-atender-legislacao,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-07740/2016,https://araguainanoticias.com.br/noticia/justica-eleitoral-suspende-divulgacao-de-pesquisa-do-instituto-skala-em-araguaina/6959,ARAGUAÍNA,TO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-07919/2016,https://www.folhacapital.com.br/portal/noticias/view/1166/paulo-hernandes-tem-61-contra-28-de-rosangela,SILVANÓPOLIS,TO,1,P,,,PAULO HERNANDES,61.0,ROSANGELA,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
