feito_por,obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MARICELIA,,RN-00050/2012,https://www.thaisagalvao.com.br/2012/08/11/,RN,SANTA CRUZ,1,P,1.0,,,fernanda costa,0.5114,pericles rocha,0.2523,dr. Petronio spinelli,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00061/2012,http://www.blogdosilverioalves.com/2012_08_19_archive.html,RN,SÃO PAULO DO POTENGI,1,V,1.0,,,marli,0.068,joao cabral,0.043,assis araujo,0.034,leonel,0.031,geraldo bocao,0.029,ze elias,0.027,salnino,0.022,titica,0.02,erivan,0.02,getilio,0.0118,joao eudes,0.018,diogo,0.015,emilia,0.015,nelson,0.015,jales ,0.0136,alysson,0.0136,gel de armando,0.011,telma,0.011,patricia,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00061/2012,http://www.blogdosilverioalves.com/2012_08_19_archive.html,RN,SÃO PAULO DO POTENGI,1,P,1.0,,,naldinho,0.55,azevedo,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00061/2012,http://www.blogdosilverioalves.com/2012_08_26_archive.html,RN,SÃO PAULO DO POTENGI,1,P,1.0,,,naldinho,0.563,azevedo,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00063/2012,https://blogdoagrestern.blogspot.com/2012/08/,RN,TANGARÁ,1,P,1.0,,,gija,0.465,miriam,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00063/2012,https://blogdoagrestern.blogspot.com/2012/08/,RN,TANGARÁ,1,P,1.0,,,gija,0.515,miriam paiva,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00069/2012,https://politicapauferrense.blogspot.com/2012/08/,RN,PAU DOS FERROS,1,P,1.0,,,fabricio torquato,0.5111,braulio figueiredo,0.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00069/2012,https://politicapauferrense.blogspot.com/2012/08/,RN,PAU DOS FERROS,1,P,1.0,,,fabricio torquato,0.4422,braulio figueiredo,0.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00069/2012,https://www.blogdobg.com.br/tag/2012/,RN,PAU DOS FERROS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00077/2012,https://issuu.com/jornaldehoje/docs/08092012,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00077/2012,https://issuu.com/tribunadonorte/docs/4112b35ac7ad39e8a14ef2f84ba92271f4cb2798,RN,NATAL,1,P,0.0,,,carlos eduardo,0.4175,hermano morais,0.105,fernando mineiro,0.0463,rogerio marinho,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00077/2012,https://issuu.com/tribunadonorte/docs/4112b35ac7ad39e8a14ef2f84ba92271f4cb2798,RN,NATAL,1,P,1.0,,,carlos eduardo,0.5571,rogerio marinho,0.0743,rogerio marinho,0.0729,fernando mineiro,0.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00077/2012,https://issuu.com/tribunadonorte/docs/4112b35ac7ad39e8a14ef2f84ba92271f4cb2798,RN,NATAL,1,P,1.0,,,carlos eduardo,0.5,hermano morais,0.1388,fernando mineiro,0.065,rogerio marinho,0.0625,roberio paulino,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00078/2012,https://www.thaisagalvao.com.br/2012/09/03/page/2/,RN,MOSSORÓ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00094/2012,https://caraubashotnews.blogspot.com/2012/09/severiano-melorn-pesquisa-consult.html,RN,SEVERIANO MELO,1,P,1.0,,,raimundo alves,0.5,dr. Dagoberto,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00095/2012,https://lagoadosnovilhosnoticias.blogspot.com/2012/09/amanha-tem-resultado-de-pesquisa.html,RN,SENADOR ELÓI DE SOUZA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00095/2012,https://lagoadosnovilhosnoticias.blogspot.com/2012/09/pesquisa-para-prefeito.html,RN,SENADOR ELÓI DE SOUZA,1,P,0.0,,,kerginaldo ,0.4714,junior bilu,0.2286,baia,0.1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00095/2012,https://lagoadosnovilhosnoticias.blogspot.com/2012/09/pesquisa-para-prefeito.html,RN,SENADOR ELÓI DE SOUZA,1,P,1.0,,,kerginaldo ,0.5143,junior bilu,0.2571,baia,0.1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00103/2012,https://abraaonarede.blogspot.com/2012/09/pesquisa-consult-que-da-maioria-ampla.html,RN,NOVA CRUZ,1,P,0.0,,,cid arruda,0.5289,flavio azevedo,0.3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00103/2012,https://abraaonarede.blogspot.com/2012/09/pesquisa-consult-que-da-maioria-ampla.html,RN,NOVA CRUZ,1,P,1.0,,,cid arruda,0.5622,flavio azevedo,0.3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00103/2012,https://claudiolimanews.blogspot.com/2012/09/consult-divulgara-pesquisa-em-nova-cruz.html,RN,NOVA CRUZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00103/2012,https://issuu.com/jornaldehoje/docs/18092012,RN,NOVA CRUZ,1,P,1.0,,,cid arruda,0.5311,flavio azevedo,0.2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00111/2012,https://www.blogdobg.com.br/page/8367/,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00146/2012,https://portopiato.blogspot.com/2012/09/,RN,BOA SAÚDE,1,P,1.0,,,ivan junior,0.51,george soares,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00146/2012,https://portopiato.blogspot.com/2012/09/,RN,BOA SAÚDE,1,P,0.0,,,ivan junior,0.5,george soares,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00148/2012,https://www.blogdobg.com.br/2012/page/7/,RN,NATAL,1,P,0.0,,,carlos eduardo,0.404,hermano morais,0.164,fernando mineiro,0.07,rogerio marinho,0.056,roberio paulino,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00148/2012,https://www.blogdobg.com.br/2012/page/7/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.47,hermano morais,0.192,fernando mineiro,0.088,rogerio marinho,0.077,roberio paulino,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00148/2012,https://www.blogdobg.com.br/search/+/page/8330/,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00149/2012,http://blogdoserido.com.br/noticias/page/1245/,RN,JARDIM DO SERIDÓ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00164/2012,http://blogdoserido.com.br/noticias/page/1247/,RN,CURRAIS NOVOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00164/2012,http://www.blogbarrapesada.com/2012_10_02_archive.html,RN,CURRAIS NOVOS,1,P,0.0,,,vilton cunha,0.4575,geraldo gomes,0.3175,ze lins,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00164/2012,http://www.blogbarrapesada.com/2012_10_02_archive.html,RN,CURRAIS NOVOS,1,P,1.0,,,vilton cunha,0.5625,geraldo gomes,0.3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00175/2012,https://coroneldagente.blogspot.com/2012/10/,RN,SANTA CRUZ,1,P,0.0,,,fernanda costa,0.5,pericles rocha,0.3125,petronio spinelli,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00175/2012,https://coroneldagente.blogspot.com/2012/10/,RN,SANTA CRUZ,1,P,1.0,,,fernanda costa,0.4271,pericles rocha,0.2417,petronio spinelli,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00175/2012,https://oparalelocampestre.blogspot.com/2012/10/pesquisa-realizada-pela-consult-em.html,RN,SANTA CRUZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00186/2012,http://www.blogdosilverioalves.com/2012/10/ielmo-marinho-pesquisa-consult-aponta.html,RN,IELMO MARINHO,1,P,1.0,,,bruno patriota,0.5533,dr. Cassio,0.3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00186/2012,https://oparalelocampestre.blogspot.com/2012/10/pesquisa-consult-aponta-vitoria-de.html,RN,IELMO MARINHO,1,P,1.0,,,bruno patriota,0.52,dr. Cassio,0.3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00207/2016,https://riodofogonews.blogspot.com/2016/,RN,MAXARANGUAPE,1,P,1.0,,,luiz eduardo,0.5275,amarinho filho de amaro,0.2025,dona marta,0.1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00207/2016,https://riodofogonews.blogspot.com/2016/,RN,MAXARANGUAPE,1,P,0.0,,,luiz eduardo,0.3525,amarinho filho de amaro,0.0825,dona marta,0.025,candidato de neidinha,0.0125,amaro saturnino,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00207/2016,https://riodofogonews.blogspot.com/2016/,RN,MAXARANGUAPE,1,P,1.0,,,luiz eduardo,0.575,amarinho filho de amaro,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00213/2016,https://roxo126.featuredpromo.co/calvin-klein-women-s-pants-power-stretch-rn-36009-ca-00213.review?i=reviewwithered5&category=hypstretch-17&fid=31,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00219/2012,http://www.umarizalnews.com.br/2012/10/jornal-o-mossoroense-confusao-dos.html,RN,UMARIZAL,1,p,0.0,,,elijane,0.465,mano,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00219/2012,http://www.umarizalnews.com.br/2012/10/jornal-o-mossoroense-confusao-dos.html,RN,UMARIZAL,1,p,1.0,,,elijane,0.485,mano,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00240/2012,https://blogdojohanadonis.blogspot.com/2012/10/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.515,hermano morais,0.2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00580/2016,http://www.deolhonoassu.com.br/page/1123/,RN,TOUROS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00580/2016,https://santaluziarnnoticias.blogspot.com/2016/08/,RN,TOUROS,1,P,1.0,,,assis do hospital,0.469,ney leite,0.209,dr. Alisson,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00675/2016,http://www.blogcardososilva.com.br/categoria/caico/page/118/,RN,CAICÓ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00675/2016,http://www.chicogregorio.com.br/2016/09/pesquisa-consult-sinaliza-disputa-equilibrada-entre-batata-e-roberto-germano-em-caico/,RN,CAICÓ,1,P,0.0,,,batata,0.278,roberto germano,0.214,tadeu,0.066,joao braz,0.048,nildson,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00675/2016,https://saotomenoticias.blogspot.com/2016/09/rn-pesquisa-caico.html,RN,CAICÓ,1,P,1.0,,,batata,0.322,roberto germano,0.24,tadeu,0.086,joao braz,0.076,nildson,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00733/2016,http://blogdolevanyjunior.com/macau-rn-divulgacao-de-nova-pesquisa-eleitoral-gera-expectativa-em-macau/,RN,MACAU,1,P,1.0,,,ze antonio,0.333,tulio lemos,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00733/2016,http://blogdolevanyjunior.com/macau-rn-divulgacao-de-nova-pesquisa-eleitoral-gera-expectativa-em-macau/,RN,MACAU,1,P,1.0,,,ze antonio,0.402,tulio lemos,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00733/2016,http://blogdolevanyjunior.com/macau-rn-ze-antonio-dem-liderando-as-intencoes-de-votos-na-estimulada-com-336/,RN,MACAU,1,P,1.0,,,ze antonio,0.336,tulio lemos,0.202,major fernando,0.124,eintein,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00733/2016,http://blogdolevanyjunior.com/macau-rn-ze-antonio-dem-liderando-as-intencoes-de-votos-na-estimulada-com-336/,RN,MACAU,1,P,0.0,,,ze antonio,0.159,tulio lemos,0.095,major fernando,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00733/2016,https://agorarn.com.br/regionais/ze-antonio-lidera-em-macau-tulio-lemos-e-o-segundo-colocado/,RN,MACAU,1,P,1.0,,,ze antonio,0.33,tulio lemos,0.202,coronel fernando,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,http://www.bloglucianoseixas.com/2018/10/pesquisa-tv-tropical-fatima-47-x-45.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,1.0,fatima bezerra,0.51,carlos eduardo,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,http://www.bloglucianoseixas.com/2018/10/pesquisa-tv-tropical-fatima-47-x-45.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.47,carlos eduardo,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,http://www.canguaretamadefato.com/2018/10/eleicao-2018-rn-tera-quatro-pesquisas.html,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,https://fernando-averdade.blogspot.com/2018/10/instituto-que-aponta-empate-tecnico-no.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,1.0,fatima bezerra,0.54,carlos eduardo,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,https://fernando-averdade.blogspot.com/2018/10/instituto-que-aponta-empate-tecnico-no.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,joao azevedo ,0.28,jose maranhao,0.22,lucilio cartaxa,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,https://fernando-averdade.blogspot.com/2018/10/instituto-que-aponta-empate-tecnico-no.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,reinaldo azambuja,0.4461,juiz odilon,0.3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,https://www.efranciscogomes.com/2018/10/instituto-que-indica-empate-entre.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,1.0,fatima bezerra,0.54,carlos eduardo,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00854/2018,https://www.efranciscogomes.com/2018/10/instituto-que-indica-empate-entre.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.56,carlos eduardo,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00960/2018,http://japinaweb.com/realtime-big-data-votos-totais-evolucao-fatima-cresce-5-e-carlos-eduardo-oscila-1-para-baixo/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00960/2018,http://www.jornalpotiguar.com/2018/10/fatima-cresce-5-e-carlos-eduardo-oscila.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.52,carlos eduardo,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00960/2018,https://blogafonte.com.br/2018/10/26/realtime-big-data-presidente-no-rn-haddad-tem-55-e-bolsonaro-34/,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,fernando haddad,0.55,jair bolsonaro,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00960/2018,https://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,fernando haddad,0.61,jair bolsonaro,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-00972/2016,https://tourosemfoco.blogspot.com/2016/09/consult-divulgara-segunda-pesquisa.html,RN,TOUROS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01003/2016,http://blogdolevanyjunior.com/patu-rn-rivelino-venceria-em-patu-com-55-95/,RN,PATU,1,P,1.0,,,rivelino camara,0.555,thacio queiroga,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01003/2016,http://blogdolevanyjunior.com/patu-rn-rivelino-venceria-em-patu-com-55-95/,RN,PATU,1,P,1.0,,,rivelino camara,0.5595,thacio queiroga,0.3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01003/2016,https://issuu.com/jornaldefato/docs/30_09_2016/5,RN,PATU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01087/2016,http://blogdolevanyjunior.com/alto-do-rodrigues-rn-o-governador-robinson-faria-sancionou/,RN,OLHO D ÁGUA DO BORGES,1,P,0.0,,,brenno queiroga,0.473,maria helena,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01087/2016,http://blogdolevanyjunior.com/alto-do-rodrigues-rn-o-governador-robinson-faria-sancionou/,RN,OLHO D ÁGUA DO BORGES,1,P,1.0,,,brenno queiroga,0.5,maria helena,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01087/2016,https://robsonpiresxerife.com/page/3713/,RN,OLHO D ÁGUA DO BORGES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01834/2018,http://www.bloglenilsondoagreste.com.br/2018/10/,RN,RIO GRANDE DO NORTE,1,G,1.0,,1.0,fatima bezerra,0.52,carlos eduardo,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
