obs,tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,MG-06869/2018,https://especiais.gazetadopovo.com.br/eleicoes/2018/pesquisas-eleitorais/parana-pesquisas/parana-pesquisas-romeu-zema-chega-736-dos-votos-validos-para-o-governo-de-mg/,MG,MINAS GERAIS,1.0,G,1.0,,,ROMEU ZEMA,64.7,ANTONIO ANASTASIA,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-06869/2018,https://teclemidia.com/2018/10/13/bolsonaro-tem-696-e-haddad-304-dos-votos-validos-em-minas/,MG,MINAS GERAIS,1.0,PR,,,,JAIR BOLSONARO,58.9,HADDAD,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PESQUISA MULTADA POR IRREGULARIDADE <https://bastidoresdecontagem.blogspot.com/2016/10/por-pesquisa-errada-em-contagem.html>,MG-06905/2016,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/carlin-e-ademir-caminham-para-segundo-turno-em-contagem-1.1375096,MG,CONTAGEM,1.0,P,0.0,,,CARLIN MOURA,18.8,ALEX DE FREITAS,10.1,ADEMIR LUCAS,8.5,RODINEI,3.4,JAMDER FILARETTI,3.3,KAKA MENEZES,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-06905/2016,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/carlin-e-ademir-caminham-para-segundo-turno-em-contagem-1.1375096,MG,CONTAGEM,1.0,P,1.0,,,CARLIN MOURA,23.3,ADEMIR LUCAS,18.5,ALEX FREITAS,15.0,JANDER FILARETTI,7.3,RODINEI,6.0,KAKA MENEZES,2.4,MONIQUE PACHECO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07186/2016,https://www.otempo.com.br/politica/aparte/dia-28-de-setembro-de-2016-1.1377948,MG,IPATINGA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07288/2018,https://veja.abril.com.br/blog/radar/anastasia-amplia-vantagem-em-minas-gerais-revela-pesquisa/,MG,MINAS GERAIS,1.0,G,,,,ANASTASIA,35.0,PIMENTEL,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-07513/2018,https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2018/datatempo-projeta-possiveis-eleicoes-de-dilma-e-viana-1.2047515,MG,MINAS GERAIS,1.0,S,,,,DILMA ROUSSEFF,25.8,JORNALISTA CARLOS VIANA,27.8,RODRIGO PACHECO,14.7,DINIS PINHEIRO,9.7,FABIO CHEREM,10.3,RODRIGO PAIVA,7.2,MIGUEL CORREA,5.2,CORONEL LACERDA,5.1,BISPO DAMASCENO,4.4,PROFESSOR TULIO LOPES,2.9,VANESSA PORTUGAL,2.6,DUDA SALABERT,1.6,EDSON ANDRE,1.4,ANA ALVES,1.1,KAKA MENEZES,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08189/2018,https://mixvale.mystagingwebsite.com/2018/09/06/em-mg-anastasia-continua-na-lideranca-com-32-pimentel-esta-com-22/,MG,MINAS GERAIS,1.0,G,,,,ANTONIO ANASTASIA,32.0,FERNANDO PIMENTEL,22.0,ROMEU ZEMA,5.0,ADALCLEVER LOPES,2.0,DIRLENE MARQUES,1.0,CLAUDINEY DULIM,1.0,JORDANO METALURGICO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08189/2018,https://veja.abril.com.br/politica/datafolha-anastasia-tem-32-em-mg-contra-22-de-pimentel/,MG,MINAS GERAIS,1.0,S,,,,DILMA ROUSSEFF,26.0,CARLOS VIANA,11.0,RODRIGO PACHECO,9.0,CORONEL LACERDA,8.0,DINIS PINHEIRO,7.0,PROFESSOR TULIO LOPES,6.0,RODRIGO PAIVA,6.0,JAIME MARTINS,5.0,BISPO DAMASCENO,5.0,MIGUEL CORREA,4.0,VANESSA PORTUGAL,4.0,ANA PAULA ALVES,4.0,KAKA MENEZES,2.0,EDSON ANDRE DOS REIS,1.0,DUDA SALABERT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08642/2016,https://aconteceunovale.com.br/portal/?p=100112,MG,MONTES CLAROS,1.0,P,0.0,,,HUMBERTO SOUTO,48.0,RUY MUNIZ,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08642/2016,https://aconteceunovale.com.br/portal/?p=100112,MG,MONTES CLAROS,1.0,P,1.0,,,HUMBERTO SOUTO,55.0,RUY MUNIZ,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08775/2016,https://www.arquivojudicial.com/processo/cx3J5mfHt,MG,CANÁPOLIS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08793/2018,https://noticias.r7.com/eleicoes-2018/minas-anastasia-tem-22-e-pimentel-15-diz-realtime-big-data-02102018,MG,MINAS GERAIS,1.0,G,,,,ANTONIO ANASTASIA,35.0,FERNANDO PIMENTEL,23.0,ROMEU ZEMA NETO,10.0,ADALCLEVER LOPES,5.0,JOAO MARES GUIA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08940/2018,http://www.regiaonoroeste.com/portal/materias.php?id=191708,MG,MINAS GERAIS,1.0,S,,,,DILMA,28.0,PACHECO,19.0,VIANA,17.0,PINHEIRO,15.0,CHEREM,12.0,PAIVA,8.0,CORREA,6.0,LACERDA,5.0,DAMASCENO,3.0,SALABERT,3.0,LOPES,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-08940/2018,https://exame.com/brasil/datafolha-anastasia-tem-40-dos-votos-validos-em-mg-pimentel-29/,MG,MINAS GERAIS,1.0,G,,,,ANASTASIA,32.0,PIMENTEL,23.0,ZEMA,19.0,LOPES,3.0,MARES GUIA,1.0,DIRLENE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09051/2016,https://www.facebook.com/notes/prom%C3%ADdia-pesquisas/prom%C3%ADdia-pesquisas-divulga-mais-um-resultado-oficial-em-camachomg/437935599663596/,MG,CAMACHO,1.0,P,1.0,,,BRUNO,48.3,ZE ULISSES,24.8,ARI,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09498/2016,https://portalgerais.com/bruno-lidera-intencoes-de-voto-em-camacho/,MG,CAMACHO,1.0,P,,,,BRUNO LAMOUNIER,39.5,ZE ULISSES,29.1,JOSE ARI,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09555/2016,https://www.jornalcidademg.com.br/pesquisa-aponta-favorito-prefeitura-de-moema/,MG,MOEMA,1.0,P,1.0,,,JULVAN,63.4,FERNANDO CARDOSO,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09582/2016,https://www.facebook.com/notes/prom%C3%ADdia-pesquisas/prom%C3%ADdia-pesquisas-divulga-o-resultado-oficial-de-guaran%C3%A9siamg/437933762997113/,MG,GUARANÉSIA,1.0,P,1.0,,,LAERCIO,60.4,TIAO MADEIRA,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09582/2016,https://www.facebook.com/notes/prom%C3%ADdia-pesquisas/prom%C3%ADdia-pesquisas-divulga-o-resultado-oficial-de-guaran%C3%A9siamg/437933762997113/,MG,GUARANÉSIA,1.0,P,0.0,,,LAERCIO,57.9,TIAO MADEIRA,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09747/2016,https://www.otempo.com.br/politica/pesquisa-mostra-que-delegado-christiano-venceria-com-folga-em-santa-luzia-1.1860269,MG,TIMÓTEO,1.0,P,,,,DR. RENATO,26.2,DOUGLAS WILLKYS,22.8,ADRIANO ALVARENGA,22.8,CARLOS JOSE,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09749/2016,https://bastidoresdecontagem.blogspot.com/2016/09/por-que-jornal-o-tempo-nao-divulgara.html,MG,CONTAGEM,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09858/2018,https://cideeste.blogspot.com/2018/08/,MG,MINAS GERAIS,1.0,S,,,,DILMA ROUSSEFF,25.0,JORNALISTA CARLOS VIANA,11.0,CORONEL LACERDA,8.0,PROFESSOR TULIO LOPES,8.0,BISPO DAMASCENO,7.0,RODRIGO PAIVA,6.0,VANESSA PORTUGAL,6.0,RODRIGO PACHECO,6.0,JAIME MARTINS,6.0,DINIS PINHEIRO,5.0,ANA PAULA ALVES,5.0,JORGE LUNA,2.0,KAKA MENEZES,2.0,EDSON ANDRE DOS REIS,2.0,DUDA SALABERT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG-09858/2018,https://cideeste.blogspot.com/2018/08/,MG,MINAS GERAIS,1.0,G,,,,ANTONIO ANASTASIA,29.0,FERNANDO PIMENTEL,20.0,ROMEU ZEMA,5.0,JOAO BATISTA MARES GUIA,3.0,DIRLENE MARQUES,2.0,CLAUDINEY DULIM,1.0,JORNADO METALURGICO,1.0,ALEXANDRE FLACH DOMINGUES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00016/2012,https://www.arquivojudicial.com/processo/cx2Adn7Gv,MS,PORTO MURTINHO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00019/2014,https://dropsmisto.blogspot.com/2014/06/,MS,MATO GROSSO DO SUL,1.0,PR,0.0,,,DILMA ROUSSEFF,12.0,AECIO NEVES,8.0,EDUARDO CAMPOS,3.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00019/2014,https://dropsmisto.blogspot.com/2014/06/,MS,MATO GROSSO DO SUL,1.0,PR,1.0,,,DILMA ROUSSEFF,33.0,AECIO NEVES,30.0,EDUARDO CAMPOS,15.0,PASTOR EVERALDO,1.0,MAGNO MALTA,1.0,LUCIANA GENRO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00019/2014,https://www.douradosnews.com.br/noticias/cidades/fiems-divulga-pesuisa-para-o-governo-em-ms-confira/596565/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,DELCIDIO AMARAL,46.0,NELSINHO TRAD,25.0,REINALDO AZAMBUJA,18.0,LUIZ PEDRO,1.0,PROFESSOR MONGE,1.0,SIDNY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00025/2014,http://www.campogrande.net/novidades/capital/publicado-resultado-da-2a-pesquisa-fiems-ibrape-para-governador-de-ms-2113.html,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,DELCIDIO AMARAL,28.0,NELSINHO TRAD,11.0,REINALDO AZAMBUJA,10.0,PROFESSOR MONGE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00025/2014,http://www.campogrande.net/novidades/capital/publicado-resultado-da-2a-pesquisa-fiems-ibrape-para-governador-de-ms-2113.html,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,DELCIDIO AMARAL,44.0,REINALDO AZAMBUJA,21.0,NELSINHO TRAD,20.0,EVANDER VENDRAMINI,2.0,PROFESSOR MONGE,1.0,SIDNEY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00025/2014,https://ifato.com.br/noticias/politica/senado-simone-lidera-estimulada-e-bernal-na-espontanea/4752.html,MS,MATO GROSSO DO SUL,1.0,S,0.0,,,BERNAL,13.0,SIMONE,11.0,RICARDO AYACHE,4.0,ANTONIO JOAO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00025/2014,https://ifato.com.br/noticias/politica/senado-simone-lidera-estimulada-e-bernal-na-espontanea/4752.html,MS,MATO GROSSO DO SUL,1.0,S,1.0,,,SIMONE TEBET,34.0,ALDICES BERNAL,28.0,RICARDO AYACHE,8.0,ANTONIO JOAO,5.0,LUCIEN REZENDE,2.0,VALDEMIR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00036/2014,http://www.diariodigital.com.br/noticias/pesquisa-fiemsibrape-aponta-simone-na-lideranca-com-36-bernal-pontua-2/119776/,MS,MATO GROSSO DO SUL,1.0,S,0.0,,,SIMONE TEBET,23.0,ALCIDES BERNAL,17.0,RICARDO AYACHE,9.0,ANTONIO JOAO,2.0,LUCIEN REZENDE,1.0,VALDEMIR CASSIMIRO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00036/2014,http://www.diariodigital.com.br/noticias/pesquisa-fiemsibrape-aponta-simone-na-lideranca-com-36-bernal-pontua-2/119776/,MS,MATO GROSSO DO SUL,1.0,S,1.0,,,SIMONE TEBET,36.0,ALCIDES BERNAL,23.0,RICARDO AYACHE,12.0,ANTONIO JOAO,4.0,VALDEMIR CASSIMIRO,2.0,LUCIEN REZENDE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00036/2014,https://www.perfilnews.com.br/delcidio-mantem-lideranca-com-44-aponta-3-pesquisa-fiems-ibrape/,MS,MATO GROSSO DO SUL,1.0,PR,0.0,,,MARINA SILVA,32.0,DILMA ROUSSEFF,29.0,AECIO NEVES,12.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00036/2014,https://www.perfilnews.com.br/delcidio-mantem-lideranca-com-44-aponta-3-pesquisa-fiems-ibrape/,MS,MATO GROSSO DO SUL,1.0,PR,1.0,,,MARINA SILVA,37.0,DILMA ROUSSEFF,34.0,AECIO NEVES,15.0,EDUARDO JORGE,1.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00036/2014,https://www.perfilnews.com.br/delcidio-mantem-lideranca-com-44-aponta-3-pesquisa-fiems-ibrape/,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,DELCIDIO AMARAL,34.0,REINALDO AZAMBUJA,20.0,NELSON TRAD FILHO,14.0,EVANDER VENDRAMINI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00036/2014,https://www.perfilnews.com.br/delcidio-mantem-lideranca-com-44-aponta-3-pesquisa-fiems-ibrape/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,DELCIDIO AMARAL,44.0,REINALDO AZAMBUJA,22.0,NELSON TRAD FILHO,18.0,EVANDER VENDRAMINI,1.0,PROFESSOR MONGE,1.0,SIDNEY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00044/2012,https://issuu.com/progresso/docs/rdig-506d6f518e85f584,MS,BATAGUASSU,1.0,P,0.0,,,CARAVINA,60.0,AKIRA,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00044/2012,https://issuu.com/progresso/docs/rdig-506d6f518e85f584,MS,BATAGUASSU,1.0,P,1.0,,,CARAVINA,64.0,AKIRA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00054/2014,http://www.minutoms.com.br/politica/eleicoes-2014/delcidio-tem-46-reinaldo-26-e-nelsinho-16-aponta-pesquisa-fiemsibrape,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,DELCIDIO AMARAL,39.0,REINALDO AZAMBUJA,24.0,NELSINHO TRAD,14.0,EVANDER VENDRAMINI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00054/2014,http://www.minutoms.com.br/politica/eleicoes-2014/delcidio-tem-46-reinaldo-26-e-nelsinho-16-aponta-pesquisa-fiemsibrape,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,DELCIDIO AMARAL,46.0,REINALDO AZAMBUJA,26.0,NELSINHO TRAD,16.0,EVANDER VENDRAMINI,1.0,SIDNEY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00068/2012,https://www.campograndenews.com.br/politica/em-tres-lagoas-prefeita-tem-14-pontos-a-mais-que-2-colocado,MS,TRÊS LAGOAS,1.0,P,0.0,,,MARCIA MOURA,43.0,ANGELO GUERREIRO,27.0,TIDICO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00068/2012,https://www.campograndenews.com.br/politica/em-tres-lagoas-prefeita-tem-14-pontos-a-mais-que-2-colocado,MS,TRÊS LAGOAS,1.0,P,1.0,,,MARCIA MOURA,47.0,ANGELO GUERREIRO,33.0,LUIZ ANTONIO MARTINS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
